Account_Length,Vmail_Message,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,CustServ_Calls,Churn,Intl_Plan,Day_Calls,Eve_Calls,Night_Calls,Intl_Calls,State
121,34,245.0,216.9,112.4,7.5,0,0,0,95,66,125,8,0
142,0,140.8,228.6,152.9,10.9,1,0,1,140,119,88,7,22
121,0,255.1,266.9,197.7,8.8,3,1,0,93,97,118,3,47
87,33,125.0,235.3,215.3,10.2,2,0,0,99,81,95,7,41
34,0,180.6,280.4,292.4,5.0,1,0,0,65,99,105,3,41
177,0,248.7,172.3,191.9,11.3,1,1,1,118,73,87,2,0
58,30,178.1,236.7,264.0,8.4,0,0,0,111,109,118,2,19
101,0,231.3,224.7,214.6,7.2,1,0,0,87,88,69,7,16
89,0,111.2,122.1,180.8,12.6,3,0,0,101,94,85,2,37
77,44,103.2,236.3,203.5,11.9,0,1,1,117,86,101,2,27
93,0,146.3,216.6,233.0,11.5,0,0,0,85,95,82,3,31
160,0,206.3,241.1,227.8,11.7,0,0,0,66,109,102,6,35
55,0,132.0,279.6,180.0,13.5,0,0,0,103,114,74,4,32
88,0,274.6,161.1,194.4,9.2,2,0,0,105,121,123,4,35
63,0,185.3,225.3,194.3,11.7,0,0,0,87,87,93,3,22
127,24,154.8,177.2,207.6,9.0,1,0,0,69,105,102,4,16
57,30,179.2,283.2,228.1,14.7,1,0,0,105,83,77,5,14
138,0,286.2,187.2,146.2,11.0,2,1,1,61,60,114,4,39
115,0,268.0,153.6,232.3,17.0,3,0,0,115,106,65,1,2
171,0,137.5,198.1,292.7,13.3,2,0,0,110,109,131,5,34
148,0,243.0,191.8,117.8,13.4,2,0,0,115,91,93,5,50
127,0,134.9,221.5,113.8,15.0,1,0,0,79,114,118,2,27
61,0,234.2,216.7,130.6,13.9,1,0,0,76,108,122,2,37
131,0,175.1,171.9,131.1,7.3,1,0,0,73,116,94,6,46
88,0,142.2,262.4,139.2,10.1,1,0,0,107,84,99,5,41
130,0,132.4,200.3,202.5,6.0,2,0,0,81,110,103,1,7
89,24,97.8,207.2,214.5,5.9,0,0,0,98,67,126,2,39
82,0,266.9,229.7,251.7,11.0,3,1,0,83,74,99,6,13
138,33,155.2,268.3,186.4,9.7,3,0,0,139,79,71,4,36
115,0,200.2,244.9,190.9,8.8,1,0,0,92,107,96,3,23
84,0,289.1,233.8,223.5,12.7,2,1,0,100,97,148,2,47
117,0,198.4,249.5,162.8,10.5,1,0,1,121,104,115,5,49
60,0,180.3,208.0,181.2,12.8,2,0,0,67,68,101,6,30
62,0,86.3,238.7,238.4,12.5,2,0,0,84,99,79,1,48
133,0,295.0,223.6,229.4,12.9,2,1,0,141,101,109,4,20
131,0,240.9,167.4,322.2,14.7,3,0,0,108,91,109,8,15
65,0,207.7,217.5,125.6,8.0,1,0,0,109,117,111,5,15
142,22,224.4,146.0,241.4,8.8,1,0,0,114,106,98,2,37
134,0,164.9,126.5,238.5,10.0,2,0,0,115,96,125,9,36
87,0,238.0,164.5,282.5,10.6,2,0,0,97,97,132,6,48
139,43,231.0,222.3,148.0,8.3,2,0,0,85,82,105,5,31
100,0,185.0,182.5,274.9,5.1,1,0,0,122,92,92,8,44
99,31,244.1,203.4,234.0,7.7,3,0,0,71,58,115,4,7
99,0,238.4,246.5,198.4,12.4,3,0,0,96,130,117,4,0
48,27,141.1,224.7,174.3,13.2,1,0,0,109,94,122,2,3
57,0,158.1,115.2,182.4,11.8,0,0,0,117,149,92,7,16
106,30,220.1,222.2,158.4,13.1,0,0,0,105,109,96,8,35
78,0,109.5,286.1,247.6,4.9,1,0,0,105,90,113,9,40
39,0,187.2,114.7,104.7,13.2,1,0,0,110,116,83,5,42
114,0,203.8,87.8,166.2,11.7,1,0,0,85,110,122,4,15
95,0,160.0,215.3,188.9,9.1,0,0,0,133,98,87,4,39
116,0,51.1,208.6,198.0,12.3,1,0,0,106,137,92,3,24
110,0,227.7,170.0,128.7,11.7,1,0,0,88,96,57,5,42
74,0,203.8,205.1,154.9,9.0,1,0,0,77,111,109,2,6
148,33,241.7,165.8,160.6,11.3,1,0,0,84,84,80,3,21
83,0,78.1,239.3,144.4,12.3,1,0,0,70,115,112,4,20
73,0,187.8,149.2,201.4,11.0,2,0,0,95,143,113,4,27
111,21,127.1,228.3,166.7,7.1,1,0,0,94,116,108,3,40
84,0,280.0,202.2,156.8,10.4,0,1,0,113,90,103,4,4
75,0,153.2,210.8,153.5,7.8,1,0,1,78,99,100,3,18
114,26,137.1,155.7,247.6,11.5,2,0,0,88,125,94,7,48
58,22,224.1,238.8,174.2,11.5,2,0,0,127,85,86,7,15
106,29,83.6,203.9,229.5,8.1,1,0,0,131,131,73,3,1
45,0,211.3,165.7,265.9,13.3,1,0,0,87,97,72,6,12
128,0,147.7,283.3,188.3,6.9,2,0,0,94,83,124,5,18
181,0,229.9,144.4,262.4,14.2,2,0,0,130,93,110,4,40
127,0,102.8,143.7,191.4,10.0,1,0,0,128,95,97,5,13
89,0,178.7,233.7,131.9,9.1,1,0,0,81,74,120,4,24
149,18,148.5,114.5,178.3,6.5,0,0,0,106,106,98,4,21
103,29,164.1,219.1,220.3,12.3,0,0,0,111,96,108,9,25
163,0,197.2,188.5,211.1,7.8,1,0,1,90,113,94,8,41
52,0,124.9,300.5,192.5,11.6,2,0,0,131,118,106,4,36
89,0,115.4,209.9,280.9,15.9,3,0,0,99,115,112,6,50
60,0,193.9,85.0,210.1,13.2,3,0,0,118,110,134,8,46
159,0,169.8,197.7,193.7,11.6,1,0,0,114,105,82,4,49
78,0,193.4,116.9,243.3,9.3,2,0,0,99,88,109,4,35
96,0,106.6,284.8,178.9,14.9,1,0,0,128,87,92,7,35
79,0,134.7,189.7,221.4,11.8,2,0,0,98,68,128,5,40
192,36,156.2,215.5,279.1,9.9,2,0,0,77,126,83,6,3
68,0,231.1,153.4,191.3,9.6,3,0,0,57,55,123,4,49
28,0,180.8,288.8,191.9,14.1,2,0,0,109,58,91,6,39
184,0,213.8,159.6,139.2,5.0,2,0,1,105,84,137,10,6
74,25,234.4,265.9,241.4,13.7,0,0,0,113,82,77,4,42
